id,version,status,title,agent_role,category,sector,prompt_family,lifecycle_phase,icon,color_token,operator_tab,route_path,quality_total,has_golden_fixture,command_template_count,hash
HASF-SEC-HEALTHCARE-COMPLIANCE-020,3.0.0,active,Healthcare Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Healthcare,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/healthcare/compliance-mapping/hasf-sec-healthcare-compliance-020,50,False,3,745463f3f551e065ddc239ec98f8bc042c0d2dbe2833506a1702941eeaab155e
HASF-SEC-HEALTHCARE-CI-CD-GATE-021,3.0.0,active,Healthcare CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Healthcare,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/healthcare/ci-cd/hasf-sec-healthcare-ci-cd-gate-021,50,False,4,17c5e4e966b586a9cd3d8e6a1e529c29912a215fe8e52bc12a7f5d06b35d7fa6
HASF-SEC-HEALTHCARE-AI-RISK-EV-022,3.0.0,active,Healthcare AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Healthcare,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/healthcare/ai-ml-security/hasf-sec-healthcare-ai-risk-ev-022,50,False,2,df55ae5228fe7ea9b993eaff43e37d49ec849633596e321cb168b92d808a94dc
HASF-SEC-HEALTHCARE-INCIDENT-P-023,3.0.0,active,Healthcare Incident Playbook Agent,Incident Response Agent,Cybersecurity,Healthcare,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/healthcare/incident-response/hasf-sec-healthcare-incident-p-023,50,False,2,6e4f84c2c76a557bf0469f265a54aaeb3cf62f485590bb971307e444002689f9
HASF-SEC-HEALTHCARE-RELEASE-EV-024,3.0.0,active,Healthcare Release Evidence Agent,Evidence Agent,Operations,Healthcare,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/healthcare/release-evidence/hasf-sec-healthcare-release-ev-024,50,False,3,ff30ab9046cab5d0e5f5ffab509b4be514547742c4f55b82b3537c1b3b8e9f11
HASF-SEC-MEDICAL-DEVICE-THREAT-MOD-025,3.0.0,active,Medical Devices Threat Model Agent,Security Architecture Agent,Cybersecurity,Medical Devices,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/medical-devices/threat-modeling/hasf-sec-medical-device-threat-mod-025,50,False,2,b9eb4bd792e7c14d985899b043f142168ee9822305225ee2bcc00a0ab8c74cad
HASF-SEC-MEDICAL-DEVICE-COMPLIANCE-026,3.0.0,active,Medical Devices Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Medical Devices,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/medical-devices/compliance-mapping/hasf-sec-medical-device-compliance-026,50,False,3,a519e47406568ae63dc94d095347cc2a17123b96f9994e454b1f0453bccf092a
HASF-SEC-MEDICAL-DEVICE-CI-CD-GATE-027,3.0.0,active,Medical Devices CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Medical Devices,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/medical-devices/ci-cd/hasf-sec-medical-device-ci-cd-gate-027,50,False,4,baffaa5b5e053ff7460b7b05342d3b8dd92814006e38e24166776e92e1deeb05
HASF-SEC-MEDICAL-DEVICE-AI-RISK-EV-028,3.0.0,active,Medical Devices AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Medical Devices,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/medical-devices/ai-ml-security/hasf-sec-medical-device-ai-risk-ev-028,50,False,2,307f741098728a4fc73fdcc637f1ee369976d2c094a167f0f26dd95dcca61567
HASF-SEC-MEDICAL-DEVICE-INCIDENT-P-029,3.0.0,active,Medical Devices Incident Playbook Agent,Incident Response Agent,Cybersecurity,Medical Devices,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/medical-devices/incident-response/hasf-sec-medical-device-incident-p-029,50,False,2,000e50bf54bd061650b48bca6dd24245016836b320cb3a61eb56d42739ba425f
HASF-SEC-MEDICAL-DEVICE-RELEASE-EV-030,3.0.0,active,Medical Devices Release Evidence Agent,Evidence Agent,Operations,Medical Devices,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/medical-devices/release-evidence/hasf-sec-medical-device-release-ev-030,50,False,3,e70067f7fd01d5e45b733189848049eb06e33fa772d47d2d22f62178ed17d4fb
HASF-SEC-FINANCIAL-SERV-THREAT-MOD-031,3.0.0,active,Financial Services Threat Model Agent,Security Architecture Agent,Cybersecurity,Financial Services,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/financial-services/threat-modeling/hasf-sec-financial-serv-threat-mod-031,50,False,2,a402924dad8e0f45323d52c7cf4e39db14be9b2c37f9958045cb2ebe4fa626c4
HASF-SEC-FINANCIAL-SERV-COMPLIANCE-032,3.0.0,active,Financial Services Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Financial Services,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/financial-services/compliance-mapping/hasf-sec-financial-serv-compliance-032,50,False,3,f9e7a4a38d1154fc36244ebb1ea865de0f3252db601360b935bb4289d401eda6
HASF-SEC-FINANCIAL-SERV-CI-CD-GATE-033,3.0.0,active,Financial Services CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Financial Services,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/financial-services/ci-cd/hasf-sec-financial-serv-ci-cd-gate-033,50,False,4,e67114ca6ad2a423de3c58a39828489772d2651b081d7a6fc26c630bacb47f90
HASF-SEC-FINANCIAL-SERV-AI-RISK-EV-034,3.0.0,active,Financial Services AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Financial Services,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/financial-services/ai-ml-security/hasf-sec-financial-serv-ai-risk-ev-034,50,False,2,fa2b91c0f081bff994f2889bcb84bb169ab2f46c36338ff087a23d7ee106c1fe
HASF-SEC-FINANCIAL-SERV-INCIDENT-P-035,3.0.0,active,Financial Services Incident Playbook Agent,Incident Response Agent,Cybersecurity,Financial Services,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/financial-services/incident-response/hasf-sec-financial-serv-incident-p-035,50,False,2,e454078e3f36bebabd9448e691d4522f2242a1f886b852f40787e43a7b48f017
HASF-SEC-FINANCIAL-SERV-RELEASE-EV-036,3.0.0,active,Financial Services Release Evidence Agent,Evidence Agent,Operations,Financial Services,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/financial-services/release-evidence/hasf-sec-financial-serv-release-ev-036,50,False,3,cfcb9c34b9ff9a1302951ebab830f5e93a23ce51342a7b86a2aba9ba7218b87b
HASF-SEC-INSURANCE-THREAT-MOD-037,3.0.0,active,Insurance Threat Model Agent,Security Architecture Agent,Cybersecurity,Insurance,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/insurance/threat-modeling/hasf-sec-insurance-threat-mod-037,50,False,2,5c51e5374393190d48b7adbecb1fed5e5ccfc59970664840156f8c7e9e950900
HASF-SEC-INSURANCE-COMPLIANCE-038,3.0.0,active,Insurance Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Insurance,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/insurance/compliance-mapping/hasf-sec-insurance-compliance-038,50,False,3,c06d99ca20514383d0cf1b44b0a2e7a51f43cf6c4244e56c72bd80d198a44c2a
HASF-SEC-INSURANCE-CI-CD-GATE-039,3.0.0,active,Insurance CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Insurance,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/insurance/ci-cd/hasf-sec-insurance-ci-cd-gate-039,50,False,4,d02b8f4da50986fdb69ee52622de788042af936d18d0628f3e13ab0c09edaa97
HASF-SEC-INSURANCE-AI-RISK-EV-040,3.0.0,active,Insurance AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Insurance,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/insurance/ai-ml-security/hasf-sec-insurance-ai-risk-ev-040,50,False,2,d3593ab52012c43d81a611a2f0becca875e506985b87c97957637b34e2891147
HASF-SEC-INSURANCE-INCIDENT-P-041,3.0.0,active,Insurance Incident Playbook Agent,Incident Response Agent,Cybersecurity,Insurance,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/insurance/incident-response/hasf-sec-insurance-incident-p-041,50,False,2,a27d51670c808b12a48d65cd999d512702b28229bda86a6c78b449c31918ce4a
HASF-SEC-INSURANCE-RELEASE-EV-042,3.0.0,active,Insurance Release Evidence Agent,Evidence Agent,Operations,Insurance,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/insurance/release-evidence/hasf-sec-insurance-release-ev-042,50,False,3,4ab56cd33b4b318dab029372c30e82a9b8819481b6bb9ed53f8300bab2648fff
HASF-SEC-ENERGY-THREAT-MOD-043,3.0.0,active,Energy Threat Model Agent,Security Architecture Agent,Cybersecurity,Energy,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/energy/threat-modeling/hasf-sec-energy-threat-mod-043,50,False,2,ef0b3b60b0def8fdbda0e3c4e7098225cce2c58f255e92d3bab3a4ea89ae72f0
HASF-SEC-ENERGY-COMPLIANCE-044,3.0.0,active,Energy Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Energy,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/energy/compliance-mapping/hasf-sec-energy-compliance-044,50,False,3,a5515d3d5882de5d55846607526399724a440453b70098a57daeafa21f940ac3
HASF-SEC-ENERGY-CI-CD-GATE-045,3.0.0,active,Energy CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Energy,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/energy/ci-cd/hasf-sec-energy-ci-cd-gate-045,50,False,4,11d1a4da5b31aeafeb127260a6a16d642494537af3ebd2ccb0080b59562d3e72
HASF-SEC-ENERGY-AI-RISK-EV-046,3.0.0,active,Energy AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Energy,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/energy/ai-ml-security/hasf-sec-energy-ai-risk-ev-046,50,False,2,1b9f1ce088d3c6c05446ccb7e3e337d584a2947f70821769e5ffa24170f60cd2
HASF-SEC-ENERGY-INCIDENT-P-047,3.0.0,active,Energy Incident Playbook Agent,Incident Response Agent,Cybersecurity,Energy,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/energy/incident-response/hasf-sec-energy-incident-p-047,50,False,2,82c29699916f480ac263845e5b970eb61a49ebe2a11f14144dbe5da2a0aa2653
HASF-SEC-ENERGY-RELEASE-EV-048,3.0.0,active,Energy Release Evidence Agent,Evidence Agent,Operations,Energy,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/energy/release-evidence/hasf-sec-energy-release-ev-048,50,False,3,0bfaafe903938efe052574e0cf844e965f6c2907021e9a55e1aaeb8d2c96c5d9
HASF-SEC-UTILITIES-THREAT-MOD-049,3.0.0,active,Utilities Threat Model Agent,Security Architecture Agent,Cybersecurity,Utilities,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/utilities/threat-modeling/hasf-sec-utilities-threat-mod-049,50,False,2,362d7822072e467109f0aebc76f2bab960422a21496fd8b41f86b38e0567091b
HASF-SEC-UTILITIES-COMPLIANCE-050,3.0.0,active,Utilities Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Utilities,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/utilities/compliance-mapping/hasf-sec-utilities-compliance-050,50,False,3,c860fed0a038e67a7cfb603b5165d5a20837b4ae3c15661def1a00c630a3afce
HASF-SEC-UTILITIES-CI-CD-GATE-051,3.0.0,active,Utilities CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Utilities,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/utilities/ci-cd/hasf-sec-utilities-ci-cd-gate-051,50,False,4,20178140c5f7fdecbbabcf88594f7398d90227bddff17c229e40909facdf08fb
HASF-SEC-UTILITIES-AI-RISK-EV-052,3.0.0,active,Utilities AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Utilities,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/utilities/ai-ml-security/hasf-sec-utilities-ai-risk-ev-052,50,False,2,1ce88114b33453d0535a1e36e5ef22324a57b5e76ead21c03d72ef82f61d9169
HASF-SEC-UTILITIES-INCIDENT-P-053,3.0.0,active,Utilities Incident Playbook Agent,Incident Response Agent,Cybersecurity,Utilities,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/utilities/incident-response/hasf-sec-utilities-incident-p-053,50,False,2,6db14af6cceaf23a846d753a79abcd88d64d84db4968b58f2800703fae690ccd
HASF-SEC-UTILITIES-RELEASE-EV-054,3.0.0,active,Utilities Release Evidence Agent,Evidence Agent,Operations,Utilities,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/utilities/release-evidence/hasf-sec-utilities-release-ev-054,50,False,3,4729c72abd60539afe2b9d05404bb96c50478b2c21bb6c0e9d95c24072df30a1
HASF-SEC-MANUFACTURING-THREAT-MOD-055,3.0.0,active,Manufacturing Threat Model Agent,Security Architecture Agent,Cybersecurity,Manufacturing,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/manufacturing/threat-modeling/hasf-sec-manufacturing-threat-mod-055,50,False,2,6b08b2ed8e4c52957877ab9071c73f5cea9c43c54316e6df20f68ee2386cc1fb
HASF-SEC-MANUFACTURING-COMPLIANCE-056,3.0.0,active,Manufacturing Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Manufacturing,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/manufacturing/compliance-mapping/hasf-sec-manufacturing-compliance-056,50,False,3,c6f612972ae6e22a40f8b3756226fac371c595dd920c7fc5fc51084565812915
HASF-SEC-MANUFACTURING-CI-CD-GATE-057,3.0.0,active,Manufacturing CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Manufacturing,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/manufacturing/ci-cd/hasf-sec-manufacturing-ci-cd-gate-057,50,False,4,909ef1571e48d875c80b444b4ec4aab4b3f3cc4f587df7155a8f094498bb9e41
HASF-SEC-MANUFACTURING-AI-RISK-EV-058,3.0.0,active,Manufacturing AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Manufacturing,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/manufacturing/ai-ml-security/hasf-sec-manufacturing-ai-risk-ev-058,50,False,2,9d172dd1483c04ac93aa5a16696512e16ff24d84b2f305bf1b2f54fea94b5cd3
HASF-SEC-MANUFACTURING-INCIDENT-P-059,3.0.0,active,Manufacturing Incident Playbook Agent,Incident Response Agent,Cybersecurity,Manufacturing,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/manufacturing/incident-response/hasf-sec-manufacturing-incident-p-059,50,False,2,d40c43f0e1eb5e95b83bbca393b4dcd94f5698b4bc2f70838c65a4f952058f8d
HASF-SEC-MANUFACTURING-RELEASE-EV-060,3.0.0,active,Manufacturing Release Evidence Agent,Evidence Agent,Operations,Manufacturing,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/manufacturing/release-evidence/hasf-sec-manufacturing-release-ev-060,50,False,3,536e58b562b53604037c62bda8dd6afe02b3acbdcbd335db95a33a5e3847f217
HASF-SEC-INDUSTRIAL-CON-THREAT-MOD-061,3.0.0,active,Industrial Control Systems Threat Model Agent,Security Architecture Agent,Cybersecurity,Industrial Control Systems,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/industrial-control-systems/threat-modeling/hasf-sec-industrial-con-threat-mod-061,50,False,2,d3e1fba3be2c15bb8b099e7a7f775df5ec441e5c1d91c3eb6f6be6bc083ff1c4
HASF-SEC-INDUSTRIAL-CON-COMPLIANCE-062,3.0.0,active,Industrial Control Systems Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Industrial Control Systems,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/industrial-control-systems/compliance-mapping/hasf-sec-industrial-con-compliance-062,50,False,3,a57f4f29feb1e18d3f624b26b8dcc0d149c3d83fdff8ee04326caab3969607fa
HASF-SEC-INDUSTRIAL-CON-CI-CD-GATE-063,3.0.0,active,Industrial Control Systems CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Industrial Control Systems,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/industrial-control-systems/ci-cd/hasf-sec-industrial-con-ci-cd-gate-063,50,False,4,78fb10fcd5385e35b2f68233c93739c70710be2c191fd3ae69e88f0a6a27acf1
HASF-SEC-INDUSTRIAL-CON-AI-RISK-EV-064,3.0.0,active,Industrial Control Systems AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Industrial Control Systems,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/industrial-control-systems/ai-ml-security/hasf-sec-industrial-con-ai-risk-ev-064,50,False,2,c524517e2de4c60429b11f50d0a42ece95bec54c038b7e44b726358e51721c9d
HASF-SEC-INDUSTRIAL-CON-INCIDENT-P-065,3.0.0,active,Industrial Control Systems Incident Playbook Agent,Incident Response Agent,Cybersecurity,Industrial Control Systems,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/industrial-control-systems/incident-response/hasf-sec-industrial-con-incident-p-065,50,False,2,814dd00ba270a50484e91d618cd4f9500f581e933ae5d4344b8974f36aaac502
HASF-SEC-INDUSTRIAL-CON-RELEASE-EV-066,3.0.0,active,Industrial Control Systems Release Evidence Agent,Evidence Agent,Operations,Industrial Control Systems,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/industrial-control-systems/release-evidence/hasf-sec-industrial-con-release-ev-066,50,False,3,11162154b5f44038e8eee5ce810be8cef729200ecc11b129927afef5740d1a8f
HASF-SEC-AEROSPACE-THREAT-MOD-067,3.0.0,active,Aerospace Threat Model Agent,Security Architecture Agent,Cybersecurity,Aerospace,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/aerospace/threat-modeling/hasf-sec-aerospace-threat-mod-067,50,False,2,4cc6f87b17cf6938af452cec1227b1ea6a798eeee02e248dac484b1920478ccf
HASF-SEC-AEROSPACE-COMPLIANCE-068,3.0.0,active,Aerospace Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Aerospace,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/aerospace/compliance-mapping/hasf-sec-aerospace-compliance-068,50,False,3,c476947ef4423cfbbca8b7e79f7a24b2317dd22613892173b59a440da294447c
HASF-SEC-AEROSPACE-CI-CD-GATE-069,3.0.0,active,Aerospace CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Aerospace,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/aerospace/ci-cd/hasf-sec-aerospace-ci-cd-gate-069,50,False,4,d29cb74328c12d6f184d324be463dc7a97f8ee14d3b0d1d590c5d155e2d1dbd3
HASF-SEC-AEROSPACE-AI-RISK-EV-070,3.0.0,active,Aerospace AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Aerospace,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/aerospace/ai-ml-security/hasf-sec-aerospace-ai-risk-ev-070,50,False,2,f6e8f56e5f417713d584f477df922d3845da31e53220e1f085001a527348286d
HASF-SEC-AEROSPACE-INCIDENT-P-071,3.0.0,active,Aerospace Incident Playbook Agent,Incident Response Agent,Cybersecurity,Aerospace,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/aerospace/incident-response/hasf-sec-aerospace-incident-p-071,50,False,2,541a9822434a458786d55e5ae53907edc935506a2c28223ec0bb86e6b47dcecf
HASF-SEC-AEROSPACE-RELEASE-EV-072,3.0.0,active,Aerospace Release Evidence Agent,Evidence Agent,Operations,Aerospace,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/aerospace/release-evidence/hasf-sec-aerospace-release-ev-072,50,False,3,339cf787c5e349bedd42ebb125ae79e7f5c64632f1ff81c5604f902f8a19b906
HASF-SEC-SPACE-SYSTEMS-THREAT-MOD-073,3.0.0,active,Space Systems Threat Model Agent,Security Architecture Agent,Cybersecurity,Space Systems,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/space-systems/threat-modeling/hasf-sec-space-systems-threat-mod-073,50,False,2,4f27454678720b912f5e07385f9ec6b189fd723d335ccdb30bec74b15667c0eb
HASF-SEC-SPACE-SYSTEMS-COMPLIANCE-074,3.0.0,active,Space Systems Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Space Systems,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/space-systems/compliance-mapping/hasf-sec-space-systems-compliance-074,50,False,3,77bf698245750bda1c1c492ab1f97a9352abeefea330a7a5de2f80678c5f4953
HASF-SEC-SPACE-SYSTEMS-CI-CD-GATE-075,3.0.0,active,Space Systems CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Space Systems,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/space-systems/ci-cd/hasf-sec-space-systems-ci-cd-gate-075,50,False,4,763cd42c0ef03aa25fe5cbb7aed74624ac3d13d590a34a65d4df7deb9168e8d0
HASF-SEC-SPACE-SYSTEMS-AI-RISK-EV-076,3.0.0,active,Space Systems AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Space Systems,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/space-systems/ai-ml-security/hasf-sec-space-systems-ai-risk-ev-076,50,False,2,258800eacd1eaa823f0e93ad78744de16d3d228b9d25416deea51901416e5f8c
HASF-SEC-SPACE-SYSTEMS-INCIDENT-P-077,3.0.0,active,Space Systems Incident Playbook Agent,Incident Response Agent,Cybersecurity,Space Systems,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/space-systems/incident-response/hasf-sec-space-systems-incident-p-077,50,False,2,04c788d55407dbc196264e54fcdaed5b0638797b4c0dc37a84029cfaeb0993b3
HASF-SEC-SPACE-SYSTEMS-RELEASE-EV-078,3.0.0,active,Space Systems Release Evidence Agent,Evidence Agent,Operations,Space Systems,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/space-systems/release-evidence/hasf-sec-space-systems-release-ev-078,50,False,3,7199dccf8b05e09c6eb9696abe372ef35b73308a1387c2fc37b180447d4415df
HASF-SEC-TELECOMMUNICAT-THREAT-MOD-079,3.0.0,active,Telecommunications Threat Model Agent,Security Architecture Agent,Cybersecurity,Telecommunications,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/telecommunications/threat-modeling/hasf-sec-telecommunicat-threat-mod-079,50,False,2,be6c1ab482227fad95c4e58d9f25f40202ffce1da462a87f5803198356abbbea
HASF-SEC-TELECOMMUNICAT-COMPLIANCE-080,3.0.0,active,Telecommunications Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Telecommunications,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/telecommunications/compliance-mapping/hasf-sec-telecommunicat-compliance-080,50,False,3,02e4ed9d11b2753e318b8d2b4e3685c75a0a01828b6d8cc0e83d20c0039b56ed
HASF-SEC-TELECOMMUNICAT-CI-CD-GATE-081,3.0.0,active,Telecommunications CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Telecommunications,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/telecommunications/ci-cd/hasf-sec-telecommunicat-ci-cd-gate-081,50,False,4,c0035a25d6d6301af9dfdc3e2bc1e7a1d6b1861695f160c2b0261cbd9ed39e13
HASF-SEC-TELECOMMUNICAT-AI-RISK-EV-082,3.0.0,active,Telecommunications AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Telecommunications,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/telecommunications/ai-ml-security/hasf-sec-telecommunicat-ai-risk-ev-082,50,False,2,f7d74e52616462a6ad04d45e3e7b3b8fafc55c9a265f41b8b3614b5f8543ecca
HASF-SEC-TELECOMMUNICAT-INCIDENT-P-083,3.0.0,active,Telecommunications Incident Playbook Agent,Incident Response Agent,Cybersecurity,Telecommunications,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/telecommunications/incident-response/hasf-sec-telecommunicat-incident-p-083,50,False,2,4ccf7d10e6fc23adcb56a3cc95f2678d6fd4daae945bedcab7f93a7bfbce1702
HASF-SEC-TELECOMMUNICAT-RELEASE-EV-084,3.0.0,active,Telecommunications Release Evidence Agent,Evidence Agent,Operations,Telecommunications,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/telecommunications/release-evidence/hasf-sec-telecommunicat-release-ev-084,50,False,3,4f659b77a77e7b6bd80a43cb7b1aaa00ac1b5d46907ba88ebd4ace81ed0f65c8
HASF-SEC-TRANSPORTATION-THREAT-MOD-085,3.0.0,active,Transportation Threat Model Agent,Security Architecture Agent,Cybersecurity,Transportation,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/transportation/threat-modeling/hasf-sec-transportation-threat-mod-085,50,False,2,7c887f6eb18493350f7606280e024e3c17b87cc47d50848fe14aa39beb5788c2
HASF-SEC-TRANSPORTATION-COMPLIANCE-086,3.0.0,active,Transportation Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Transportation,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/transportation/compliance-mapping/hasf-sec-transportation-compliance-086,50,False,3,929f1d48d0af84f335c7a910f1bb59f9d7a74675e66dbeb266184a6e9caf9abf
HASF-SEC-TRANSPORTATION-CI-CD-GATE-087,3.0.0,active,Transportation CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Transportation,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/transportation/ci-cd/hasf-sec-transportation-ci-cd-gate-087,50,False,4,232916f62f256e0a1dd41606a6194db9961562b2aad0517da0e34a0052aae2a4
HASF-SEC-TRANSPORTATION-AI-RISK-EV-088,3.0.0,active,Transportation AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Transportation,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/transportation/ai-ml-security/hasf-sec-transportation-ai-risk-ev-088,50,False,2,4bf95ada12efa62c1ade42183193b124d8b5d58752120eaba8360db91884a2da
HASF-SEC-TRANSPORTATION-INCIDENT-P-089,3.0.0,active,Transportation Incident Playbook Agent,Incident Response Agent,Cybersecurity,Transportation,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/transportation/incident-response/hasf-sec-transportation-incident-p-089,50,False,2,2f1fd370c93d36c895e09228cb47fbdbb9602754254943a9975946636ad650af
HASF-SEC-TRANSPORTATION-RELEASE-EV-090,3.0.0,active,Transportation Release Evidence Agent,Evidence Agent,Operations,Transportation,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/transportation/release-evidence/hasf-sec-transportation-release-ev-090,50,False,3,e95b3eb0ccca0f8d235cf9ccccd328b2b79c134b27c8c642222eae4cf060e6ca
